ID,Dataset,Recording time,Rain,Rain state,Wind,Sea state,Name,CPA time,Ship ID,SHIPTYPE,DETAILED TYPE,Length
0285,A,274,0,No rain,3,2,FORTE DE SAO MARCOS,150,186,Tanker,LPG Tanker,124
0286,A,240,0,No rain,10.3,5,HANG BO 2002,118,237,Special Craft,Motor Hopper,72
0287,A,246,0,No rain,10,5,MAERSK VEGA,126,325,Special Craft,Offshore Supply Ship,89
0288,A,240,0,No rain,9,4,JOLANDA,90,275,Cargo,Bulk Carrier,292
0289,A,236,0,No rain,5.1,3,HANG BO 2003,138,238,Special Craft,Motor Hopper,72
0290,A,187,0,No rain,3.8,2,HANG BO 2003,75,238,Special Craft,Motor Hopper,72
0291,A,292,0,No rain,1.8,1,HANG BO 2002,142,237,Special Craft,Motor Hopper,72
0292,A,222,0,No rain,9.3,4,VO NICACIO,81,626,Fishing,Fishing Vessel,20
0293,A,300,0,No rain,2.3,1,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0294,A,300,0,No rain,3,2,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0295,A,250,0,No rain,3.6,2,FIGALIA PRUDENCE,100,179,Cargo,Bulk Carrier,229
0296,A,144,0,No rain,8.1,4,MAERSK MEMPHIS,62,322,Cargo,Container Ship,300
0297,A,300,0,No rain,3.2,2,PILOT 08,150,451,Special Craft,Pilot Vessel,12
0298,A,300,0,No rain,4.4,2,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0299,A,300,0,No rain,1.4,1,GRACIELA,150,215,Cargo,Bulk Carrier,180
0300,A,214,0.2,Light,3.9,2,HANG BO 2003,64,238,Special Craft,Motor Hopper,72
0301,A,300,0,No rain,5.1,3,CONDOR HAMBURG,150,125,Cargo,Bulk Carrier,178
0302,A,300,0,No rain,3.3,2,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0303,A,237,0,No rain,4.3,2,HANG BO 2002,87,237,Special Craft,Motor Hopper,72
0304,A,300,0,No rain,6.2,3,PILOT 09,150,452,Special Craft,Pilot Vessel,12
0305,A,300,0,No rain,4.9,3,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0306,A,226,0,No rain,2.7,2,ISLAND PRINCESS,76,263,Passenger,Passenger Ship,294
0307,A,300,0,No rain,2.7,2,GREAT VISION,150,228,Cargo,Bulk Carrier,200
0308,A,212,0,No rain,2.7,2,FORTE DE SAO MARCOS,62,186,Tanker,LPG Tanker,124
0309,A,266,0,No rain,2.2,1,NS CREATION,116,417,Tanker,Crude Oil Tanker,244
0310,A,131,0,No rain,2.4,1,CAPTAIN DIAMANTIS,70,95,Cargo,Bulk Carrier,225
0311,A,300,0.4,Light,11.3,5,THOR SUPPLIER,150,581,Special Craft,Offshore Supply Ship,85
0312,A,300,0,No rain,4,2,NORMAND TURQUESA,150,414,Special Craft,Anchor Handling Vessel,81
0313,A,187,0,No rain,4.3,2,TS ALUCIINANTE,61,594,Tug,Tug,30
0314,A,300,0,No rain,3.1,2,TORDA,150,589,Special Craft,Offshore Supply Ship,85
0315,A,300,0,No rain,7.7,4,BETTYS DREAM,150,66,Cargo,Bulk Carrier,229
0316,A,215,0,No rain,3.2,2,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0317,A,241,0,No rain,9,4,HANG BO 2002,91,237,Special Craft,Motor Hopper,72
0318,A,246,0,No rain,2.6,2,HANG BO 2003,96,238,Special Craft,Motor Hopper,72
0319,A,150,0,No rain,3.5,2,MSC VIGO,62,397,Cargo,Container Ship,270
0320,A,213,0,No rain,4.5,3,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0321,A,206,0,No rain,5.6,3,MSC FANTASIA,83,385,Passenger,Passenger Ship,333
0322,A,286,1.6,Moderate,1.5,1,PILOT 09,150,452,Special Craft,Pilot Vessel,12
0323,A,194,0,No rain,6.3,3,SAAVEDRA TIDE,74,492,Special Craft,Offshore Supply Ship,84
0324,A,274,0,No rain,3,2,FORTE DE SAO MARCOS,150,186,Tanker,LPG Tanker,124
0325,A,240,0,No rain,10.3,5,HANG BO 2002,118,237,Special Craft,Motor Hopper,72
0326,A,246,0,No rain,10,5,MAERSK VEGA,126,325,Special Craft,Offshore Supply Ship,89
0327,A,240,0,No rain,9,4,JOLANDA,90,275,Cargo,Bulk Carrier,292
0328,A,236,0,No rain,5.1,3,HANG BO 2003,138,238,Special Craft,Motor Hopper,72
0329,A,187,0,No rain,3.8,2,HANG BO 2003,75,238,Special Craft,Motor Hopper,72
0330,A,247,0,No rain,9.9,5,HANG BO 2002,126,237,Special Craft,Motor Hopper,72
0331,A,222,0,No rain,9.3,4,VO NICACIO,81,626,Fishing,Fishing Vessel,20
0332,A,300,0,No rain,2.3,1,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0333,A,300,0,No rain,3,2,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0334,A,250,0,No rain,3.6,2,FIGALIA PRUDENCE,100,179,Cargo,Bulk Carrier,229
0335,A,144,0,No rain,8.1,4,MAERSK MEMPHIS,62,322,Cargo,Container Ship,300
0336,A,300,0,No rain,4.7,3,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0337,A,300,0,No rain,3.2,2,PILOT 08,150,451,Special Craft,Pilot Vessel,12
0338,A,300,0,No rain,4.4,2,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0339,A,251,0,No rain,5.6,3,CARMEN,101,101,Special Craft,Offshore Supply Ship,43
0340,A,300,0,No rain,1.4,1,GRACIELA,150,215,Cargo,Bulk Carrier,180
0341,A,214,0.2,Light,3.9,2,HANG BO 2003,64,238,Special Craft,Motor Hopper,72
0342,A,300,0,No rain,5.1,3,CONDOR HAMBURG,150,125,Cargo,Bulk Carrier,178
0343,A,300,0,No rain,3.3,2,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0344,A,237,0,No rain,4.3,2,HANG BO 2002,87,237,Special Craft,Motor Hopper,72
0345,A,300,0,No rain,6.2,3,PILOT 09,150,452,Special Craft,Pilot Vessel,12
0346,A,300,0,No rain,7.4,4,PILOT 14,150,456,Special Craft,Pilot Vessel,12
0347,A,247,0,No rain,3.5,2,PILOT 14,121,456,Special Craft,Pilot Vessel,12
0348,A,300,0,No rain,3.1,2,MAERSK VEGA,150,325,Special Craft,Offshore Supply Ship,89
0349,A,289,0,No rain,2.4,1,HANG BO 2003,139,238,Special Craft,Motor Hopper,72
0350,A,281,0,No rain,3.2,2,HANG BO 2002,131,237,Special Craft,Motor Hopper,72
0351,A,238,0,No rain,8.3,4,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0352,A,260,0,No rain,12.2,5,CARINHOSO,150,98,Fishing,Fishing Vessel,22
0353,A,148,0,No rain,4.5,3,ATLANTICO,82,42,Special Craft,Offshore Supply Ship,43
0354,A,251,0,No rain,5.5,3,PILOT 08,150,451,Special Craft,Pilot Vessel,12
0355,A,300,0,No rain,4.1,2,PILOT 09,150,452,Special Craft,Pilot Vessel,12
0356,A,296,0,No rain,5.9,3,CARTAGENA,150,102,Tanker,Oil/Chemical Tanker,183
0357,A,300,0,No rain,2.9,2,PILOT 14,150,456,Special Craft,Pilot Vessel,12
0358,A,251,0,No rain,2.6,2,HANG BO 2002,101,237,Special Craft,Motor Hopper,72
0359,A,300,0,No rain,2.8,2,SKANDI RIO,150,538,Tug,Tug/Supply Vessel,81
0360,A,229,0,No rain,7.5,4,TARUCA,130,578,Tanker,Oil/Chemical Tanker,144
0361,A,245,0,No rain,4.1,2,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0362,A,300,0,No rain,2.5,1,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0363,A,213,0,No rain,2.1,1,NORMAND PIONEER,150,411,Tug,Tug/Supply Vessel,95
0364,A,300,0,No rain,3.7,2,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0365,A,300,0,No rain,3,2,SIEM GIANT,150,527,Special Craft,Supply Vessel,88
0366,A,300,0,No rain,2.9,2,SIEM GIANT,150,527,Special Craft,Supply Vessel,88
0367,A,250,0,No rain,4.6,3,DEUS DE VITORIA,100,147,Fishing,Fishing Vessel,12
0368,A,300,0,No rain,3.5,2,FORTE DE SAO MARCOS,150,186,Tanker,LPG Tanker,124
0369,A,227,0,No rain,1.5,1,SIEM ATLAS,77,526,Special Craft,Offshore Supply Ship,88
0370,A,293,0,No rain,4.3,2,ALHENA,150,14,Tanker,Oil/Chemical Tanker,183
0371,A,280,0,No rain,3.6,2,MONTY ORR TIDE,130,368,Special Craft,Offshore Supply Ship,84
0372,A,300,0,No rain,7.9,4,CORMORAN,150,126,Special Craft,Offshore Supply Ship,72
0373,A,250,0,No rain,4.1,2,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0374,A,257,0,No rain,3.2,2,HANG BO 2003,129,238,Special Craft,Motor Hopper,72
0375,A,300,0,No rain,4.4,2,PILOT 14,150,456,Special Craft,Pilot Vessel,12
0376,A,207,0,No rain,9.9,5,UNISOUL,143,609,Cargo,General Cargo,132
0377,A,300,0,No rain,4.5,3,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0378,A,300,0,No rain,3.2,2,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0379,A,169,0,No rain,2.7,2,GRANDE AMBURGO,98,219,Cargo,Ro-Ro/Container Carrier,214
0380,A,300,0.8,Light,2,1,PILOT 14,150,456,Special Craft,Pilot Vessel,12
0381,A,212,0,No rain,4.8,3,TALHA MAR,62,577,Special Craft,Offshore Supply Ship,87
0382,A,300,0,No rain,4.8,3,MSC ANCHORAGE,150,375,Cargo,Container Ship,300
0383,A,150,0,No rain,1.7,1,HANG BO 2002,79,237,Special Craft,Motor Hopper,72
0384,A,300,0,No rain,3.8,2,PILOT 08,150,451,Special Craft,Pilot Vessel,12
0385,A,278,0,No rain,11,5,NORMAND TURMALINA,150,413,Special Craft,Anchor Handling Vessel,81
0386,A,248,0,No rain,6.1,3,PILOT 14,98,456,Special Craft,Pilot Vessel,12
0387,A,300,0,No rain,4.4,2,MSC JORDAN,150,387,Cargo,Container Ship,237
0388,A,300,0,No rain,2.9,2,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0389,A,221,0,No rain,1.8,1,HANG BO 2002,71,237,Special Craft,Motor Hopper,72
0390,A,300,0,No rain,3.3,2,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0391,A,300,0,No rain,5.9,3,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0392,A,280,0,No rain,5.8,3,HANG BO 2002,130,237,Special Craft,Motor Hopper,72
0393,A,211,0,No rain,2.6,2,PILOT 08,150,451,Special Craft,Pilot Vessel,12
0394,A,230,0,No rain,9.4,4,AURITA,150,44,Fishing,Fishing Vessel,22
0395,A,274,0,No rain,17,6,HOS BRASS RING,135,250,Special Craft,Offshore Supply Ship,92
0396,A,299,0,No rain,4.6,3,SIEM ATLAS,149,526,Special Craft,Offshore Supply Ship,88
0397,A,280,0,No rain,10.3,5,HANG BO 2003,130,238,Special Craft,Motor Hopper,72
0398,A,257,0,No rain,11.6,5,SAN ANTONIO EXPRESS,150,500,Cargo,Container Ship,224
0399,A,218,0,No rain,7.9,4,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0400,A,300,0,No rain,4,2,PILOT 09,150,452,Special Craft,Pilot Vessel,12
0401,A,300,0,No rain,11.5,5,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0402,A,251,0,No rain,2.3,1,HANG BO 2002,129,237,Special Craft,Motor Hopper,72
0403,A,277,0,No rain,4.7,3,HANG BO 2002,127,237,Special Craft,Motor Hopper,72
0404,A,295,0,No rain,3,2,HANG BO 2002,145,237,Special Craft,Motor Hopper,72
0405,A,300,0,No rain,3.6,2,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0406,A,300,0,No rain,8,4,NORMAND TURQUESA,150,414,Special Craft,Anchor Handling Vessel,81
0407,A,222,0,No rain,3.9,2,FORTE DE SAO MARCOS,150,186,Tanker,LPG Tanker,124
0408,A,241,0,No rain,8.8,4,TEMPERANCA,91,580,Fishing,Fishing Vessel,18
0409,A,300,0,No rain,5.1,3,PILOT 08,150,451,Special Craft,Pilot Vessel,12
0410,A,234,0,No rain,4.3,2,MAERSK TOPPER,84,324,Special Craft,Offshore Supply Ship,74
0411,A,300,0,No rain,5.3,3,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0412,A,300,0,No rain,5.6,3,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0413,A,300,0,No rain,4.1,2,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0414,A,231,0,No rain,4,2,HANG BO 2003,98,238,Special Craft,Motor Hopper,72
0415,A,220,0,No rain,3.3,2,RED I,70,478,Special Craft,Pilot Vessel,12
0416,A,300,0,No rain,4.7,3,OCEANICASUB II,150,423,Tug,Tug,34
0417,A,255,0,No rain,6,3,PILOT 10,105,453,Special Craft,Pilot Vessel,11
0418,A,211,0,No rain,1.8,1,PILOT 08,150,451,Special Craft,Pilot Vessel,12
0419,A,300, - , - , - , - ,C BRILHANTE,150,76,Tug,Tug,32
0420,A,300, - , - , - , - ,MARAN HERMIONE,150,334,Tanker,Crude Oil Tanker,274
0421,A,300,0,No rain,4.9,3,PILOT 08,150,451,Special Craft,Pilot Vessel,12
0422,A,300,0.2,Light,3.6,2,RED I,150,478,Special Craft,Pilot Vessel,12
0423,A,300,0,No rain,7.1,4,PAPA GOLFE,150,439,Pleasure Craft,Pleasure Craft,36
0424,A,300,0,No rain,4.2,2,GIORGOS B,150,203,Cargo,Bulk Carrier,180
0425,A,190,0,No rain,4.1,2,NORD TAURUS,82,409,Cargo,Bulk Carrier,229
0426,A,270,0,No rain,4.9,3,MSC AJACCIO,120,373,Cargo,Container Ship,300
0427,A,240,0,No rain,1.4,1,GRANDE BRASILE,150,221,Cargo,Ro-Ro/Container Carrier,214
0428,A,240,0,No rain,3,2,PILOT 14,150,456,Special Craft,Pilot Vessel,12
0429,A,254,0,No rain,4.8,3,CAPE AMAL,104,86,Cargo,Bulk Carrier,292
0430,A,300,0,No rain,4.9,3,PILOT 14,150,456,Special Craft,Pilot Vessel,12
0431,A,300,0,No rain,4.6,3,METHONI,150,357,Cargo,Container Ship,304
0432,A,300,0,No rain,3.5,2,CHICAGO,150,113,Cargo,Container Ship,279
0433,A,300,0,No rain,3.4,2,LOG IN PANTANAL,150,297,Cargo,Container Ship,182
0434,A,300,0,No rain,4.7,3,STONEWELL PIONEER,150,567,Cargo,Bulk Carrier,190
0435,A,300,0,No rain,2.9,2,MSC CORUNA,150,383,Cargo,Container Ship,270
0436,A,233,0,No rain,2.1,1,ML HERON,150,364,Cargo,Bulk Carrier,200
0437,A,300,0,No rain,4.5,3,CHICAGO,150,113,Cargo,Container Ship,279
0438,A,300,0,No rain,1.5,1,FRONT DISCOVERY,150,191,Tanker,Crude Oil Tanker,330
0439,A,279,0,No rain,4,2,PILOT 09,150,452,Special Craft,Pilot Vessel,12
0440,A,149,0,No rain,3.6,2,APHROS,66,30,Cargo,Bulk Carrier,189
0441,A,230,0,No rain,7.6,4,RED I,150,478,Special Craft,Pilot Vessel,12
0442,A,300,0,No rain,4.1,2,MSC AJACCIO,150,373,Cargo,Container Ship,300
0443,A,280,0,No rain,12.8,6,MSC CATERINA,130,381,Cargo,Container Ship,300
0444,A,300,0,No rain,6.2,3,SEAGUARDIAN,150,513,Tanker,Crude Oil Tanker,237
0445,A,300,0,No rain,8.7,4,FUJITRANS WORLD,150,193,Cargo,Vehicles Carrier,172
0446,A,278,0,No rain,4.9,3,IMPALA,128,257,Cargo,General Cargo,138
0447,A,300,0,No rain,5.9,3,BBC DIAMOND,150,50,Cargo,General Cargo,120
0448,A,240,0,No rain,2,1,MEL GRACE,90,350,Cargo,Bulk Carrier,180
0449,A,240,0,No rain,7.1,4,MARE DORICUM,90,341,Tanker,Crude Oil Tanker,274
0450,A,300,0,No rain,9.4,4,PILOT 14,150,456,Special Craft,Pilot Vessel,12
0451,A,300,0,No rain,3.9,2,PILOT 20,150,457,Special Craft,Pilot Vessel,13
0452,A,300,0,No rain,11.8,5,JOLLY ORO,150,276,Cargo,Container Ship,264
0453,A,240,0,No rain,18.8,6,NORMAND TURQUESA,90,414,Special Craft,Anchor Handling Vessel,81
0454,A,298,1,Light,8.8,4,SIRIUS LEADER,148,533,Cargo,Vehicles Carrier,180
0455,A,250,0,No rain,5.1,3,ROMULO ALMEIDA,100,482,Tanker,Oil Products Tanker,183
0456,A,267,0,No rain,8.2,4,TAI SUCCESS,117,576,Cargo,Bulk Carrier,200
0457,B,300,0,No rain,5.4,3,PILOT 10, - ,453,Special Craft,Pilot Vessel,11
0458,B,300,0,No rain,6.2,3,PILOT 11, - ,454,Special Craft,Pilot Vessel,13
0459,B,300,0,No rain,3.1,2,FLUMAR MACEIO, - ,183,Tanker,Oil/Chemical Tanker,144
0460,B,300,0,No rain,3,2,PILOT 11, - ,454,Special Craft,Pilot Vessel,13
0461,B,300,0,No rain,5.7,3,PILOT 10, - ,453,Special Craft,Pilot Vessel,11
0462,B,300,0,No rain,6,3,TS MARRENTO, - ,602,Tug,Tug,30
0463,B,300,0,No rain,9.2,4,MENINO DO RIO, - ,352,High-Speed Craft,High-Speed Craft,22
0464,B,300,0,No rain,6.2,3,PALMAS II, - ,438,Tug,Tug,26
0465,B,300,0,No rain,3,2,PILOT 10, - ,453,Special Craft,Pilot Vessel,11
0466,B,193,1,Light,2.4,1,SIEM ATLAS, - ,526,Special Craft,Offshore Supply Ship,88
0467,B,300,0,No rain,4.9,3,MAERSK VENTURA, - ,326,Special Craft,Offshore Supply Ship,81
0468,B,300,0,No rain,1.7,1,SIEM ATLAS, - ,526,Special Craft,Offshore Supply Ship,88
0469,B,300,0,No rain,3.8,2,BSG BARBADOS, - ,73,Cargo,Container Ship,223
0470,B,300,0,No rain,6.2,3,ILHA DA TRINDADE, - ,256,Special Craft,Offshore Supply Ship,64
0471,B,300,0,No rain,5.9,3,SCORPIO, - ,509,Tanker,Crude Oil Tanker,244
0472,B,300,0,No rain,4.5,3,NORMAND CARIOCA, - ,410,Special Craft,Supply Vessel,88
0473,B,300,0,No rain,4,2,HAMGAM, - ,236,Cargo,Bulk Carrier,225
0474,B,300,0,No rain,4.5,3,NORMAND CARIOCA, - ,410,Special Craft,Supply Vessel,88
0475,B,300,0,No rain,4,2,HAMGAM, - ,236,Cargo,Bulk Carrier,225
0476,B,160,0,No rain,3.6,2,NORMAND CARIOCA, - ,410,Special Craft,Supply Vessel,88
0477,B,300,0,No rain,6,3,PILOT 10, - ,453,Special Craft,Pilot Vessel,11
0478,B,300,0,No rain,3.2,2,CARLOS VIEIRA, - ,99,High-Speed Craft,High-Speed Craft,17
0479,B,300,0,No rain,7.6,4,PILOT 11, - ,454,Special Craft,Pilot Vessel,13
0480,B,300,0,No rain,4.6,3,PILOT 11, - ,454,Special Craft,Pilot Vessel,13
0481,B,300,0,No rain,1.6,1,BALTIMORE HIGHWAY, - ,47,Cargo,Vehicles Carrier,180
0482,B,300,0,No rain,4.4,2,PILOT 11, - ,454,Special Craft,Pilot Vessel,13
0483,B,300,1.4,Moderate,2.5,1,MARTIN VAZ, - ,346,Special Craft,Offshore Supply Ship,64
0484,B,300,0,No rain,10.4,5,ALCATRAZ, - ,13,Special Craft,Offshore Supply Ship,90
0485,B,241,0,No rain,8.2,4,ENCO, - ,161,Tug,Tug,33
0486,B,300,0,No rain,3.9,2,SAVEIROS FRAGATA, - ,507,Special Craft,Offshore Supply Ship,72
0487,B,300,0,No rain,3.1,2,MSC AGADIR, - ,372,Cargo,Container Ship,300
0488,B,300,0,No rain,3,2,SIEM ATLAS, - ,526,Special Craft,Offshore Supply Ship,88
0489,B,300,0,No rain,4.8,3,STARNAV AQUARIUS, - ,557,Special Craft,Offshore Supply Ship,90
0490,B,300,0,No rain,2.9,2,PILOT 11, - ,454,Special Craft,Pilot Vessel,13
0491,B,300,0,No rain,9.5,4,DONG YUAN 502, - ,153,Special Craft,Offshore Supply Ship,53
0492,B,300,0,No rain,7.8,4,SELIN M, - ,523,Cargo,Bulk Carrier,177
0493,B,300,0,No rain,5.4,3,PILOT 09, - ,452,Special Craft,Pilot Vessel,12
0494,B,300,0,No rain,3.6,2,STELLAR ALAZANI, - ,559,Cargo,Bulk Carrier,170
0495,B,300,0.2,Light,2.8,2,BW BOBCAT, - ,75,Tanker,Oil/Chemical Tanker,183
0496,B,300,0,No rain,4.2,2,CLEAN SANCTUARY, - ,116,Tanker,Oil/Chemical Tanker,183
0497,B,300,0,No rain,3.8,2,LOG IN PANTANAL, - ,297,Cargo,Container Ship,182
0498,B,211,0,No rain,6.7,3,ENCO, - ,161,Tug,Tug,33
0499,B,300,0,No rain,13.4,6,ILHA DA TRINDADE, - ,256,Special Craft,Offshore Supply Ship,64
0500,B,300,0,No rain,1.9,1,CHARMOSO, - ,110,Fishing,Fishing Vessel,20
0501,B,240,0,No rain,4,2,PILOT 11, - ,454,Special Craft,Pilot Vessel,13
0502,B,130,0,No rain,5.6,3,SELIN M, - ,523,Cargo,Bulk Carrier,177
0503,B,300,0,No rain,14.1,6,PILOT 11, - ,454,Special Craft,Pilot Vessel,13
0504,B,300,0,No rain,3.8,2,PILOT 09, - ,452,Special Craft,Pilot Vessel,12
0505,B,300,0,No rain,1.7,1,BONGO, - ,67,Special Craft,Offshore Supply Ship,93
0506,B,300,0,No rain,3.6,2,AMAZON CHIEFTAIN Z, - ,19,Special Craft,Offshore Supply Ship,76
0507,B,300,0,No rain,4.9,3,PILOT 11, - ,454,Special Craft,Pilot Vessel,13
0508,B,300,0,No rain,7.1,4,LOS ANGELES SPIRIT, - ,300,Tanker,Crude Oil Tanker,275
0509,B,300,0,No rain,12.2,5,UTRECHT, - ,614,Special Craft,Suction Dredger,155
0510,B,300,0,No rain,6.6,3,PILOT 09, - ,452,Special Craft,Pilot Vessel,12
0511,B,300,0,No rain,7.7,4,GASCHEM ARCTIC, - ,195,Tanker,LPG Tanker,129
0512,B,290,0,No rain,5.3,3,OLIN CONQUEROR, - ,427,Special Craft,Multi Purpose Offshore Vessel,75
0513,B,196,0.4,Light,6.6,3,STAR MOIRA, - ,555,Cargo,Bulk Carrier,230
0514,B,300,0,No rain,1.8,1,SIEM ATLAS, - ,526,Special Craft,Offshore Supply Ship,88
0515,B,300,0,No rain,6.7,3,PILOT 11, - ,454,Special Craft,Pilot Vessel,13
0516,B,300,1.4,Moderate,3.5,2,PILOT 11, - ,454,Special Craft,Pilot Vessel,13
0517,B,260,0.6,Light,12,5,UP JADE, - ,612,Special Craft,Offshore Supply Ship,85
0518,B,300,0,No rain,3.9,2,RONG XIANG, - ,483,Cargo,Bulk Carrier,190
0519,B,300,0,No rain,12,5,SEA MOBY DICK, - ,511,Tug,Tug,24
0520,B,300,0,No rain,10.5,5,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0521,B,300,0,No rain,2.4,1,FORTE DE COPACABANA, - ,185,Tanker,LPG Tanker,124
0522,B,300,0,No rain,9.8,4,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0523,B,300,0,No rain,3.5,2,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0524,B,300,0,No rain,6.5,3,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0525,B,300,1,Light,6.6,3,MARTIN VAZ, - ,346,Special Craft,Offshore Supply Ship,64
0526,B,300,0,No rain,1.2,1,C OURO, - ,77,Special Craft,Offshore Supply Ship,72
0527,B,300,0,No rain,4.8,3,PILOT 11, - ,454,Special Craft,Pilot Vessel,13
0528,B,300,0,No rain,3,2,COSTA BRASILEIRA, - ,128,Tug,Tug,21
0529,B,300,0,No rain,5.8,3,PILOT 08, - ,451,Special Craft,Pilot Vessel,12
0530,B,300,0,No rain,1.9,1,GRANDE SAN PAOLO, - ,223,Cargo,Ro-Ro/Container Carrier,214
0531,B,300,0,No rain,9.2,4,PILOT 11, - ,454,Special Craft,Pilot Vessel,13
0532,B,300,0,No rain,3.6,2,PILOT 08, - ,451,Special Craft,Pilot Vessel,12
0533,B,300,0,No rain,4.1,2,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0534,B,300,0,No rain,6.4,3,ABBOTSGRANGE, - ,2,Special Craft,Suction Dredger,76
0535,B,300,0,No rain,5.5,3,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0536,B,300,0,No rain,2.9,2,PILOT 08, - ,451,Special Craft,Pilot Vessel,12
0537,B,300,5.2,Heavy,14.5,6,TS ALUCIINANTE, - ,594,Tug,Tug,30
0538,B,300,0,No rain,13,6,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0539,B,300,0,No rain,10,5,ILHA DA TRINDADE, - ,256,Special Craft,Offshore Supply Ship,64
0540,B,300,0,No rain,5.4,3,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0541,B,290,0,No rain,10.6,5,NORMAND PIONEER, - ,411,Tug,Tug/Supply Vessel,95
0542,B,300,0,No rain,4.9,3,PILOT 08, - ,451,Special Craft,Pilot Vessel,12
0543,B,300,1,Light,6.6,3,MARTIN VAZ, - ,346,Special Craft,Offshore Supply Ship,64
0544,B,300,0,No rain,1.2,1,C OURO, - ,77,Special Craft,Offshore Supply Ship,72
0545,B,300,0,No rain,4.8,3,PILOT 11, - ,454,Special Craft,Pilot Vessel,13
0546,B,300,0,No rain,3,2,COSTA BRASILEIRA, - ,128,Tug,Tug,21
0547,B,300,0,No rain,5.8,3,PILOT 08, - ,451,Special Craft,Pilot Vessel,12
0548,B,300,0,No rain,1.9,1,GRANDE SAN PAOLO, - ,223,Cargo,Ro-Ro/Container Carrier,214
0549,B,300,0,No rain,9.2,4,PILOT 11, - ,454,Special Craft,Pilot Vessel,13
0550,B,300,0,No rain,3.6,2,PILOT 08, - ,451,Special Craft,Pilot Vessel,12
0551,B,300,0,No rain,4.1,2,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0552,B,300,0,No rain,6.4,3,ABBOTSGRANGE, - ,2,Special Craft,Suction Dredger,76
0553,B,300,0,No rain,5.5,3,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0554,B,300,0,No rain,2.9,2,PILOT 08, - ,451,Special Craft,Pilot Vessel,12
0555,B,300,5.2,Heavy,14.5,6,TS ALUCIINANTE, - ,594,Tug,Tug,30
0556,B,300,0,No rain,10,5,ILHA DA TRINDADE, - ,256,Special Craft,Offshore Supply Ship,64
0557,B,300,0,No rain,5.4,3,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0558,B,290,0,No rain,10.6,5,NORMAND PIONEER, - ,411,Tug,Tug/Supply Vessel,95
0559,B,300,0,No rain,3.1,2,SKANDI PEREGRINO, - ,537,Special Craft,Anchor Handling Vessel,75
0560,B,300,0,No rain,4,2,PILOT 08, - ,451,Special Craft,Pilot Vessel,12
0561,B,160,0,No rain,6.3,3,OCEANBOAT IX, - ,422,Passenger,Passenger Ship,10
0562,B,300,0,No rain,3.1,2,PILOT 09, - ,452,Special Craft,Pilot Vessel,12
0563,B,290,0,No rain,7,4,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0564,B,300,0.2,Light,6.3,3,PILOT 08, - ,451,Special Craft,Pilot Vessel,12
0565,B,300,0,No rain,2.6,2,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0566,B,300,0,No rain,2.8,2,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0567,B,300,0,No rain,6.4,3,CMA CGM RIGOLETTO, - ,121,Cargo,Container Ship,349
0568,B,300,0,No rain,7.3,4,HANG BO 2003, - ,238,Special Craft,Motor Hopper,72
0569,B,179,0,No rain,7.6,4,VIKING THAUMAS, - ,622,Special Craft,Supply Vessel,73
